ID_SALES,text
IC3361A, Worst airline ever. We have been stranded for 24 hours because of your 7 hour delay with flight 104 last night.
HD3450A, really? No meal vouchers for a 7 hour flight delay out of Virgin Islands...
SC227A, that seems unlikely without a crew here to board us
HN103A,@malhoit at least you got a response from  via Twitter. I went 0 for 2 yesterday.
HD4525A, @FortuneMagazine Congratulations!
HD200A, I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!
HD217A, @philpete wonder if that's the pilot tweeting you back? Is it legal to tweet and fly? What if the plane in front stops suddenly?
HN585A, I have been on hold for over 3 hours.  Please help! http://t.co/tyXAZtMQ1U
ST131A, Thnx. Hopefully it's just on the nxt flight up. I've got 3 shows this wknd. Worst case I'll just turn my sweatshirt inside out
HC1801A, @Beamske But maybe I can be on hold for 30 minutes again. That would be just as amazing.
HC4975A,ÄĀĀ:Southwest mobile boarding passes now available in iOS Passbook! http://t.co/xmRvR4lGEg http://t.co/wJoc9f14SUÄĀĀ@tori_leggieri
HN2220A, just sent you a DM w/ additonal info
HC4428A," Okay, thank you both."
HC1669A, Absolutely!! The staff was amazing!!
HD33A, how can I check to see if my flight to NYC is expected to be delayed or Cancelled Flightled for this Tuesday?
HD526A," yes, i am as well.  **FIVE** HOURS ON HOLD, FOLKS. Can you PLEASE tell me if this is typical?! Trying to be understanding here."
HD722A, I will! On   @Delta or   all of which will be getting my business. #unfriendlyskies #unbelievable
HC4442A," my friends at KPHL were told by your rep ""if it were me I woulda just gone home this am and tried again tomorrow."" 1/2"
HD386A, such a relaxing space for a drink before my flight! (at  Global First Lounge) https://t.co/j4cj0lrF2d http://t.co/dTLGUQ1kAk
HVP1621T, 290 to Boston
HD2477A, Thank you for the reply. Would've appreciated communication before checking in about the delay. JetBlue used to be my go-to
HD2818A," Some 3rd party service known as EZEE flights. A man, who confirmed he was born in India, told me his name was Steve Wilson."
SC3739A, yep. 99.99999999% certain it was on that flight.
HS172A, ah if only we could get through. We've tried for over 2 hrs. Can we call ?
HD3863A," AA1675 flight out of Jamaica was Cancelled Flightled yesterday due to ""weather"", while other flights were still landing at DFW"
HD2094A," UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly, but one spot, repeatably."
HD949T, I've been on hold almost an hour! I LUV y'all but #ImJustSaying Å”ĀĀĀÅ”ĀĀĀÅ”ĀĀĀ http://t.co/t6fYyBHjhL
HD4913A, i thought  was the worst airline but nah. You guys are far worse. Is @Delta the only decent airline out there?
HC4584A, should I expect delays at dca for 7am departure?  Going to Orlando on flight 723
CD2969A, @EllaHenderson Ah! Wish I was there! Good luck!
HD1454T," Will do, cheers"
SM2946A,  u are the worst airline ever figure out the merger #dontmakemegooutside
HD2663A," - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer."
HD2214T, why not? Is it a law or a policy?
HS3302A, will shall see in the next couple of minutes.
HD1926A, but the issue is were waiting on rampers to close the door..only to waste more fuel&amp;likely to be told we need more fuel.#cycle
HD984A, I believe you have to follow me in order for me send you a DM
HD3294A, this is unbelievable and unacceptable. Flight #293. JFK. Everyone at the gate is upset as most of us have been here all day.
HD1347A, and it still says it's on time on your website btw
HC1364A, any updates on flight 413 from Jfk &gt; Lax
HD2687A," Yes - with extra $77. I wonder what are you going yo loose, if there is room."
HN719A, system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.
HD3840A, So when was I supposed to call the Internet Desk? Especially since my reservation told me to directly call the main 1-800 number?
HVP226T,@nrhodes85: look! Another apology. DO NOT FLY 
HS2620A," Is it possible to change the FF number on a passenger on a Flight Booking Problems, it won't let me change it?"
HVP2365T," congrats, you just got all my business from EWR to SFO/LAX. Fuck you  fl1289 SFO/EWR was the clincher..."
HD3634A, I really feel like your company needs evaluate their policies &amp; realize that transfers should be possible for tickets
HD2017T," @British_Airways 2 weeks ago today i arrived in miami and I still don't have my bag, absolute disgrace!"
HD3659A, the only difference being you are both responsible and in a position to do something about them. Learn from @Delta
SK2467A, you're almost as bad as 
HD1092A," Only for one flight, though. The 2nd leg my kids are sitting scattered about the aircraft."
HD314A, please let those with nothing in overhead bins to exit first. Fly a lot and only bring purse. Tired of running for connection
HD1017A, @CinziannaP thank you! I like the quick response on Twitter!
SM1321A," keeps delaying my flight, horrible customer service"
HD2706A," really needs to get a a clue and start treating people like humans, not animals.  #americandairlinesSUCKS"
HC1451A,  WHERE IS MY BAG ?#SOS ITIS BEING LOST FOR MORE THAN 24 HOURS ! #POORCUSTUMERSERVICE
HD3209A, Airways Corporation (NASDAQ:JBLU) Reaches on New High Range ... - StreetWise Report http://t.co/C7tpdKqULM
HY855T, can you not see the thread?
HD524A,Why ÄĀĀ: Our fleet's on fleek. http://t.co/a7NvbJ8ipxÄĀĀ
HD4436A, #flightdelay on an early craft arrival because pilot is stuck in traffic #fail #nocustomerservice #nocompensation
HD4612A, So you are inadequate by accident?
HD2468A," @MO3TVida just so you know, reservations team has a 2+ hr callback time"
HS2013A, check your DM please
HS1250A, they could be seen if your horrible customer service group would actually update the information! Never fly American again!
HD4683T, shut up an turn on the tvs/music
HD3871A," Repeating this is policy is basically repeating ""Fuck you"" to your customers. I'll be shopping for a new airline ASAP"
HZ1745T, order @FARE (3/3)
SK3399A," when I called I was told my bag had made it to PHL, but still has not been delivered or any call from the delivery service"
HD2912A, Thanks.
SC177A," sorry, wrong link for the bag : http://t.co/pZAl4wtrEZ Thats the one i meant"
HD3583A,  2 trips in a row with missing luggage. Just like last time. I pay for baggage to be transported.
HD5002A, #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf
HD216A, hot stewardess flipped me off
HD378A, We need help changing a name on a company reservation....We tried calling customer relations but there is a busy signal.
HD2A," if i want to change my flight due to weather conditions in Dallas this weekend, i should be able to cover change fee with miles"
SG4865A," nope, done. Was supposed to get home at 9pm and didn't get home until midnight. #NeverAgain"
HD2007A, thanks for getting me home from Denver tonight despite the snow!
ST4417A, is there a way to DM you?
HD1324A," flying w/ infant for the 1st time, can I bring a canister of powder formula for a carry on and/or use my plastic formula divider?"
HD1372A, - don't be jealous.  I live in Sydney and my T-shirt and jeans don't suit the office for work. I need suits and a warm jacket.
HD4421A, u Cancelled Flightled my flight for tomorrow and tell me to call reservations but then refuse to take my call!!!  #not cool #hateful
HD2416A, you guys just rip me off if I could Cancelled Flight every flight I had booked for my employees I  would Buyer beware
HD1658T, exceptional customer service from AA - my misplaced item was waiting for me at checkin followed by a smooth flight. Thank you!
HC3481A, @jtrexsocial 5 hours on hold ... Safe to say no one is working .
HC4318A, what's the charge for oversize? Not overweight
HD1504A,"  Just had to buy a ""safety"" ticket online. You'll refund whichever ticket(s) are unused, in full, without penalty."
HC4041A, Looks like I'm already delayed and will miss my connecting flight in Philadelphia. Do you un-delay your flights?
ST530A," On hold over 2 hrs and got cutoff !Cancelled Flightled my flight, now can't get to booked cruise in Florida! Terrible customer service!"
HD3073A," since high likelihood of snow at time of flight tomorrow, any chance I can rebook for Sunday?"
HD4209A, now after an hour on the plane and knowing of a maint issue ahead of time they just announced another 30 mins. Y r we on plane?
HVP1990T, aisle please
HVP2158T, it's unacceptable the way your agents at the gate treat paying customers!!!
HD377A, Do you know the reason flight #336 from Dallas to Midland was diverted to Lubbock? Was suppose to be direct to Midland.
HD154A, You please do not burn my dreams !!!  #burningman tickets sales today.
HD1849A, LUV Ya Too!!!!  I will sing a song for y'all when I finally get on that plane back to Nashville!!! #LOVESOUTHWESTAIR
HC1618A,Lovely! RT : Our fleetÄĀĀs on fleek. http://t.co/Hi6Fl1AX9E
HD3607A, duh on baggage claim 2 more hours and counting .. Flights 622 &amp; 1898 http://t.co/DkZl57uPQI
HD413A, Huge system problems at DCA.Manual check in; flight boarded but sitting at gate due to system issues. Frustrated Chairman member
HD3384T," 4285. Apparently weÄĀĀre told, staff on the ground keep promising to come and they donÄĀĀt."
HD627A, over an hour now and still no one at the Yuma counter
HC957A," good morning, any first class upgrades available for ua1619 Feb 25  rsw to ewr? I need 4 seats please"
IC1082A," question is why flight took off at all, now a friend is stuck needlessly in another city"
HC2455A, trying to check in for tomorrow's flight. website keeps timing out. what's up?
CC1830A, how do I get a companion pass
CD1326A, @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood
HVP3756T, don't they already know ?  Isn't everyone sharing how nasty the food is? It's not even close to decent.
HG3855A, I will say that your customer service has consistently been the very best!!!
HS2620A, thank you
HD1663A," ""We like hearing from you."" So why haven't you replied to my tweet and/or email yet? https://t.co/caf2cx3gfi"
HD1572A, I already follow you and can't DM because u need to follow me back
HD462A, what's your pet policy?
HD786A, sitting in Newark because flight 4179 was Cancelled Flightled for no apparent reason.  All I was told was sorry after 2.5 hrs waiting
HC3913A," Great, thanks. Followed."
HC1503A, RDU Customer Service is awesome. Thanks! Give em all bonuses.
SK1437A, still waiting #brokenpromises #notnice #neveragain #tellyourstory
CN2543T, is making dreams come true with their #DestinationDragons scavenger hunt! You can win a chance to see Imagine Dragons! Go!
HD3664A, pushing five hours and my time is worth nothing to you. reFlight Booking Problems not an option unfortunately.
HVP1962T," next time my flight's Cancelled Flightled, I'd appreciate SOME indication (email, text, carrier pigeon). App didn't even warn at check in"
ST1402A, problem with flight in Gainesville US Airways  5137 to CLT will miss connecting flight 5547 to IAD. When can I get another flight
CD1381A, what am I paying you $275 for?   Fly the damn plane!  Not one announcement from the crew.  Let me know how you wanna refund me.
HC4484A, thanks. Just got on a couple of minutes ago. Great service on flight 479 btw. Please pass it to the team on that flight.
SC414A, your customer service stinks. Trying to book a flight for hours now and keep getting hung up on. #usairwayssucks
HD550A, - I'm currently missing a basketball game due to your lost bag policy #terribleservice #wheresmyrefund
HS4204A, it was my friend. She shouldn't have been scheduled so close together at LAX then not reimbursed. It's costing her 12 hrs &amp;$250
HD1409A," Sorry to spam, it would just be so awesome to see @Imaginedragons in Vegas. Your help would be absolutely amazing."
CD4545A, flight just Cancelled Flighted. Can you help me rebook?
HD1926A, i tried it but doesnt help very much and Reservation seems to be overwhelmed with some issues
HD1467T, my friend lost luggage on flight 1547. What to do?
HD434A,'s CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Ur60Un86gy
HVP1687T, Err 2 hour wait time for the Exec. Plat. line?
HD4256A, no had to rebook my flight myself and am about to board in bham.
HD3142A," 4994 out of Jackson, Wyoming... Delayed by no pilots.. Full toilets.. Deplaned 2ndary to mechanical fail.. Cancelled Flightled flight pending"
HD4500A, was never given one
HC3821A, can you share where it is coming from?
IK1892A," really, so what does that mean??? #usairwayssucks"
SG2466A,"  and our meals are also on us, because this company does not care about their #customers. Truly disgraceful."
HF238A,RT ÄĀĀ: Our fleet's on fleek. http://t.co/FRAqDPKygaÄĀĀ @hellobrittNEY_
SC515A," Flight was overbooked! Was offered voucher to wait &amp; take another flight. Gate agent switched me over, retracted voucher offer."
HC2274A, Jackpot!  #legroom http://t.co/ZO2iceG4lI
HD2535A, is probably the least satisfactory airline I've ever been on. Never fails to disappoint.
HD1232A, So what do you offer now that my flight was Cancelled Flighted and I'm stranded away from home and work?
HD2661A, Haha. I figured that. I was meaning there's no return flights out of Charlotte. It's like N/A for a week plus
HD1488T, Thanks. So the delay was the result of scheduling issues more than weather reLate Flightd problems?
HC4478A, I remained on hold for 2 hrs to resolve my flight schedule &amp; your system hung up on me. #unhappycustomer
HD4856A, on your website it says 10 days. Its been 16 and counting.
HD2803A, does asap mean two hours worth of delay and a return to the terminal to count the luggage a third time? #gottogetbetter
SG3197A," my wife is trying to check in for a flight tonight out of RSW...website not allowing, saying must go to airport... [Part 1 of 2]"
HD926A, Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.
HD2475A,", and now while waiting for new pilot the door on plane BROKE. why am I global services status  on an airline that's unsafe? STUNNING"
HD1890A, so whats the hold up on flight 4302?
HC1384A, @annricord January 15th.
HD989A, can Cancelled Flight my flight anytime if this is where they keep me for the night.. http://t.co/avRTOWTyzk
HD2436A," I believe it's Irina. On the flip-side, super disappointed that EatUp Cafe isn't available on this BOS --&gt; SFO flight today."
HC280A, Thanks for taking care of that MR!! Happy customer.
SG2115A, can you help me get from IAH to SFO earlier tonight?
HC4502A, Thank you.
HD2415A, Did the policy change? I've seen people with hamsters and rabbits before.
HS1756A," yep that's correct, I got an email at 12:30 am that the flight was Cancelled Flightled, doesn't matter now flight into atl is delayed, thx"
HD4974A, nothing like back to back delayed flights let hope this one isn't 12 hours like the last time.
HC3196A, @NinaDavuluri Å”ĀĀĀcool
HD3504A, not yet! Supposed to get it early evening tonight. Don't want to have to go to the store and buy new necessities.
HD3848A, Any chance you are allowing reFlight Booking Problems yet for travel out of Denver this weekend due to impending storm?
CD1439A, - Great flight from Phoenix to Dallas tonight!Great service and ON TIME! Makes @timieyancey very happy! http://t.co/TkVCMhbPim
HD926A," 5 gate changes, two delays.  Even the crew thinks the airline sucks"
HD2184A, Can you link the article where it says the routes and what times the routes are likely to be? Like TUL-DAL 1:00PM - 7 None
CD1181A, - I just had a great experience with your customer service team. Thank you! #LuvSW A-list
CD4137A, you could train your flight attendants to have some manners and decency
HC4717A,ÄĀĀ:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqyÄĀĀ @asarco_ES_ar ? Å”ĀĀĀ
HD3736A," OH MY GOSH SERIOUSLY?! you just made my day, week, year!!! No one will appreciate this more than me!!!"
HD3461T, sitting in the middle for the first time .. Hope it works out well
HVP1309T, clicked on the link and got this? #confused http://t.co/xMAQcucWZl
HN1345A, cost me 1 day of #vacation ($350) and all I got was a rude woman tell me to go to another country and figure out how to get...
SK2484A, we tried. We are headed to a funeral in Cincinnati and your people didn't even tell us we could get on standby.
IK2278A," and even worse, by the time you responded to my tweets I took two flights over five hours. And that was the quickest response!"
SM4981A, why do this to me sending N598JB to UVF today and its a weekday why not a weekend :'(
HD4302A, so the one time we upgrade to first class our luggage was open and now missing valuable items that can't be replaced. #upset
SM2946A, please refund my ticket. What a terrible experience. #southwestfail
HS159A, hi friend! Question for you when you have a moment.
HD1406A, Offering Special Fares to @GoPureGrenada @discovergrenada http://t.co/MBcEhCSZX3 @CaribbeJan @islandexpert http://t.co/2Zm4jkAlZl
HD771A, - keeping AA up in the Air! My crew chief cousin Alex Espinosa in DFW! http://t.co/0HXLNvZknP
HD2209A, my flight 386 from Jacksonville fl to Dallas is showing Cancelled Flightled. What is going on?  Am I rebooked on another flight?
HD286A, turned my non-stop flight between Laguardia/dal into a 1 stop in STL. WTH? I'm thinking some sorta comp is in order? REALLY?
HD3774T, 2nd time in 4 days that my flight has been delayed and my gate agent hasn't said anything! Thanks for the memories. #NeverAgain
HD134A, So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo
HN866A, no m'good. Just get me home
SC1171A,  Poor customer service displayed over the weekend during the storm. I was stuck on the tarmac for 2.5 hours with no answer!
HD4775A," Just did, thanks for checking! :)"
HD4304A," I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :("
HD3387A, the gate agent said our original plane got de-icing fluid in the engine that created a short so they took the plane out of service
HD1970A," @martysg you *know* how I love you, JB, but honestly, when you have complex feedback, those pull-down sub-option forms=maddening."
HD3167T,". Navigating through 2 rebooks due to flu &amp; ice to visit my Mother.  Your CS reps have been so very helpful, patient and friendly."
HC2666A, hello #SouthwestAir I'm  happy to be flying with you this morning DAL-MDW #4053 looking forward to a comfortable fight
HD815A, delayed for two hours at ORD--&gt;CDG the one time I need to be there to catch a train... Å”ĀĀĀ
HD2717A, Thank you so much.
HC1416A,", I've experienced better service making connecting flight from  and  #badcustomerservice #jfk #pr"
HC3622A, @kanne822  is better than AA.
HC2096A, @andyellwood @delk lol. I was sure I'd wake up to more of a response than this half-thought auto tweet. hope you made it out.
HD3726A, Would it be ok to send you a DM asking a few questions because i'm deaf and been on hold so long?
HD387A, why do you let one person board with early bird and save seats for entire party? #notcool #flight2149
HS2321A, I would die if I got tickets to #DestinationDragons and you would be invited to my funeral
HD4998A, 2 hours and 7 minutes. Just want to know I'm still in the queue...
HG767A, #695 might have been Cancelled Flighted? mechanical issue. 6 hours Late Flightr 100 people still waiting and Zero information. Please send help.
HW2932A, Your social listening capabilities are awful if this is the reply for the context in which you were mentioned @stevelord212
HS2059T, - been on hold with reservations for over 30 min already! #worstairline
HC2151A, it was me who had the problem won flight ua 1580. I called and rebooked myself found my own hotel and taxi
HD885A, @Imaginedragons  Did they pick someone for Destination Dragons?
HD4566A, I was on UA3782 and it was Cancelled Flightled. I'm waiting at customer service.
HD1307A, @ladygaga @carrieunderwood  love all three but you really can't beat the classics!
HD4165A, incapable of seating a 2yo and mom together. Toddler in his own row #fail @CNN
HD2879A, I paid for inflight wifi only for it not to work. Download speed was 0.21mbps &amp; I ended up watching the free TV instead.
HD5002A, thank you. Please follow and I will send.
HD1230A, fortunately didn't have to. The flight took off on time.
SC1094A, your app repeatedly crashed and failed to display my name when checking in. Was unable to use app. http://t.co/0kN7PjelZL
HD4621A," I have sent the DM, should I continue to wait on hold with a rep, or will you be servicing me here?"
HD2222A,"  They said it works 80-90% of the time, DFW security entrance C26. Before/after pre-check, whereas I paid for the service."
HH795A," ""Owen F"" at DCA Gate 42: #rude."
HN432A, if you get my bag from E Gate to B Gate at the Charlotte airport before my 6 pm flight (Late Flight cause of yall) IÄĀĀll ride US for life
HD1378A," submitted a case to AA customer relations two weeks ago, no word ever since! whats the point of even having CR?"
HD4866A, Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?
HD1975A," we are on two more flights today, let's hope the kit does not get the same treatment!! http://t.co/Pd3nbAAkxH"
HD1456A, also checked email you have on file for me and it is correct
HD591A, Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/DCoBoKN7EE @TheNationalUAE
HS4204A, Done! Also looks like you opened some up on my flight to Vegas on Sunday! Å”ĀĀĀ
HD3669A,  terminal E in Miami is still the worst most smelly airport ever. Thanks for nothing.
HD3806A, and I would have been willing to give him the benefit of the doubt and say we misunderstood each other until he went on a
HD3746A," Thank you, but that isn't really responding to my request, is it? You are sending me into a generic environment on your site."
HD2491A, wifi stays connected about the lifetime of a higgs boson
HD4958A, What a mess caused by the computer systems. Flight 719 in 3 hours Late Flight and now no gate for us. Est 26 min wait.
HD412A, I know your policy. Just asking for a little kindness due to extenuating circumstances.
HD745T, I am going to keep these tweets coming till AA does something...which I know is nothing..hoping I go way...not likely.
HD1979A, my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on?
HD3061A, it's highly unprofessional for you to overbook a flight by 12 seats &amp;feel that I should rearrange my schedule for your mismanagement
IC979A, well you spelled my name wrong.
HC113A, stranded in Philly- #Starving and can't get a meal voucher even though your plane had mechanical issue /  next flight in 10 hrs
HD3761A, Cancelled Flightled flight from fresno then rebooked for LAX now flight Cancelled Flightled again and its midnight with no more hotel available???
HC4401A, I didn't even leave the airport and you sent 2 of my bags to Philadelphia!
HD1515T, any tips on getting a hotel that your airline won't get for any of us even though we were told that we'd make our flight?
HS172A," app error - says click here, can't click not hyperlinked http://t.co/IH5w9nfKz2"
CD1994A, thank you for compensating us for our 4 lost bags. We will fly with you again! #UnitedAirlines
HS4684T, Why have you never held a plane for me? #HourDelay #MultipleDoorOpeningAndClosing #DangerOfGettingSnowedIn
HN2048A, can I get some help changing a ticket.  40 minutes on hold and counting....
HD684T, I DM'd you
HD806T, traditionally used sledge hammer - low $ taking share from driving | now scalpel approach through data science  #ANAmarketers
HD992A, we still need help. Hung up on twice. Customer service rep said there is no way to help between the gate rep and phone rep.
HC2341A, had a great LA flight with Clarence and Frank! Those 2 guys are a hoot! Å”ĀĀĀÅ”ĀĀĀ thanks
HD308A," &gt;250k miles on usair.  Last four flights not good. Other airlines much improved. Billing issues, seats, legroom, in air service."
HD2791A,'s CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Of7PFvQpOY
HD4325A, Thank You! CC: @packermama1
HD4392A, how long are you going make us sit in this plane while they repair it? Could I at least get a beer???
HD1688A," Thank you. Yes, I was hoping to speak with someone directly, but appreciate the link nonetheless. :)"
HC4442A, I would like to thank the customer service team for their response to my Cancelled Flightled flight but just offering to (cont)
HD1940A, so I don't know confirmation number or the names of the flight attendants and supervisor
HC4504A, Free TV watching Daytona 500! #Boss http://t.co/SbGBN7oUXy
HD1932A, I only fly Jet Blue
HD3688A, as your flight attendants are an extension of your brand - bitchy flight attendants on 5:30 am flights are not appreciated.
HC3133A, yes.  Every one of these on every flight is like this.  There needs to be more Velcro or something
HD2491A, of course weather was a joke 43 beats 5 degrees in PHL! ÄĀĀÄ¼ĆøĀÄĀĀÄ¼ĆøĀ
HD810A," your ""complimentary"" hotel vouchers are BS! $79 a night for the crappiest hotel ever! I wouldn't wish this on my worst enemy!"
HD4914A, to the rescue. Sundown in Chicago. Next stop San Antonio! http://t.co/rQBpmwETtq
HD2146A," Is it possible to earn Dividend Miles for a passenger that is not me, even if I am purchasing the tickets?"
HC3097T,    ÄĀĀ Y'all will like this one. http://t.co/hF8aJZ4ffl
HD3282T, service so far has been horrid. We wanted to end the trip on a high note. Guess that's not an option.
HG1802A, How does that make a flight takeoff on time? And regardless it makes me Late Flight because now I have to wait for my bag at baggage claim.
CD1224A, you should know the crew today on flight #1071 AUS to PDX was awesome! #SWA
HD3579T," snapchat, iMessage, instagram......"
HVP3693T, you don't remember our date Monday night back to NYC? #heartbroken
HD3295A," follows the Talent PM of #BDSM porn site http://t.co/UQGW6qsFFU. New ""Economy Dungeon"" class coming? http://t.co/pl9Sop5IHu"
SK3635A, @jhughes1025 grrrrrrrr. Couldn't book a flight via calling either :(
CD3166A, can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas Å”ĀĀĀ©Å”ĀĀĀ­
HD554B," And then when we asked the stewardess to take the disinfectant wipe as trash she said, ""not with my hands!"" #badservice"
HD4820A, why does your RTW planner (spec. Circle Pacific) not let me even plan the demo routes from your website?
HD270A, Big thanks to Ricardo Olavarria at Reagan Airport. Fixed our ticket and made sure we made it for our friend's wedding #greatservice
HD353A, Thanks! Are they really open 3.30 am - 7 pm every day? Any way to check they are open before going all the way there? Thanks.
HD4098A,", ask your new colleagues  how they handled US 728 on 21 Feb. I expect to be made whole again. Check complaint inbox."
HC833A, when are you releasing your flights for September? Just found out you fly direct lbb to las! So excited! #tripofalifetime
SM4613A,   worst customer service ever how can you let people be assaulted on your flights and do nothing about it
HC4911A, - I did that as soon as I realized. Will they try to figure out who is stealing from people's bags? Security cameras? Anything?
HD194A, will I be compensated for delays or Cancelled Flightlation?
HD679A," - flights 4500 AND 403 delayed for ""crew availability?""  What gives? I'm getting to TPA 2.5 hrs past my scheduled arrival."
HD1570A," Nicole at Quito airport took great care of us this week. Handled lost baggage, seat changes. Very professional/nice. Pat her back."
HS1234A, How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!
HD2754T," Extend rtn flight to bereavement, 22nd I could have change fee dropped, now told no.Worse day of my life #badcustomerservice"
SK3085A, Your onboard wifi is so bad it's taking me 20 minutes to send this tweet.  Working is off the table. #disappointed
SG4410A, it looks like a mistake
HW4193T, 108 to Portland Maine
HD1365A," There is no option just to Cancelled Flight? I don't want to change flight, I want to Cancelled Flight."
HD1535A, Thanks. It would be better from the gate agent at C14 in Charlotte boarding flight 1791.
HD1194A, That's not what I heard. Weather was fine this morning. Flight 136 was circling for some time.Someone forgot to clean the runway.
HD4469A," we're on AA1401 landed at 8:55pm in Miami, but waiting for a gate. Can someone on your team help us out?!"
HD3689A," Also, I have to wait more than 2 hours before I can speak to someone on the phone?  I can't wait 2 hours.  :("
HC48A," I've been on hold for 55 mins about my Cancelled Flighted international flight. Am out of country, so can't leave a call back #. Help?"
HW394T," Sorry, what equipment? Have the passengers been allowed to return to the plane?"
HD1482A, and if the flight is full?
HD933A,". Had my flight changed from US Airways to you, now I can't get two seats together. Can you help?"
HC3269A, really wish you'd fly out of #Fargo @fargoairport those fares are amazings
HD4544T," Looks like 'On February 19, 2015, we will open our schedule for sale through October 30, 2015' - know what time that will be?"
HD707A, horrible experience to key west lost luggage called to check &amp; was told not to call back reconsidering my flight back
HD1781A," @MattThomasNews When did American Airlines start flying to and from Siberia? Wait, this is the USA? Oy!"
HVP2109T, so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good
HD2772A,Oh yeah? RT : Our fleet's on fleek. http://t.co/FTv2NWWQF1ÄĀĀ
HD2350A, all good! Next flight was a little delayed so it all worked Å”ĀĀĀ
HD2386A, the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.
HC4183A," Sure was,  with @Delta  looks like I'll make my birthday celebration after all."
HD1291A," Believe me, I understand. Flight #2955. Was originally booked for Sunday. Flight was Cancelled Flighted and rescheduled for today."
HD690A, thanks for the seat that doesn't recline. I'm shocked I'm not being asked to serve everyone drinks on the plane.  #DoBetter
HD2772A,"Lines may be extra long or security slow, but seems your employees too quick to blame customers who don't arrive 3-4 hours ahead "
HD3318A," yes #LHRT2 lounge is fantastic, if only the US ones could be remotely similar!"
HD3449T," hi guys, do you have a general enquires email address please? Thanks David."
HC4351A, Your Baggage system has hung up on me twice because you have too many callers. I NEED TO FIND MY HUSBAND'S (@SweetingR) BAGS.
HC4002A, can I get some more leg room tonight B6 304
HD4990T, Very frustrated for the loooooong wait time to speak to a live person!!! Cannot get boarding pass for flight tomorrow!!
HD2233A,  I'm on standby for my connecting flight. 1st on the list.  NudgeNudge I'm told there are four slots open. Save it for me.  Please.
HS2846A," I log in, view reservations, try view specific reservation &amp; takes me back to login page,"
HG3424T,  I used my AAdvantage Number connected to the USAirways when I booked tickets for friends. Will it benefit my account?
HD4278A," thanks, I'm booked. Just spent an extra 7 hrs in the TEN w/ no explanation. Now flying middle seat to CHAR instead of Memphis."
HD4779A, delta rerouted 6 of my bags onto aa977 MIA-CUR. How can I see if they made it onto the flight?
HD1654T, how do I get you to stop sending me emails about my ex boyfriends account? I don't care how many points he has! He only has
HD4783A, can take u to Midway-Chicago March 8th-April 6th. Can't make it then?  can get u to @fly2ohare year round. #FlyPBI
ST1136A, your customer service is terrible
SK3020A, even with the 50$ voucher for picking up my bag
HD4011A," It's an incredibly easy fix, but you would rather stay in your comfort zone, while I get forced out of mine."
HD3909A, @AARP #tfw1 Appreciate the tweet back - It was unexpected.
HC2034A, can't wait! I'll be the one who can't contain herself. Å”ĀĀĀ
HD1617T, @zakkohane pretty sure he's saying Ricoh had great service down at BOS ;) #happytohelp
HC4964A,"ÄĀĀ: @Ruth_Slobodin Why not? We'd sure love to see you, Ruth! #JustDoIt #YouKnowYouWantTo ;)ÄĀĀ you know me too well Å”ĀĀĀ"
SK479A, you suck worst airline ever I will never be flying you again I have been stuck here for 13 hours no one is helping #fuckoff
HD1182A, @sarahzou translation: we don't reinvest our mammoth profits into the customer service experience. 'Cause we don't care.
HN1035A," there's a current Cancelled Flightlation in Indianapolis, my girlfriend is stranded. Any ideas, or help you can provide?"
HD794A," I'm not this person, but I've been sitting in Denver for three hours and all I want to do is get on a plane. Please let me go home."
HS4192A, I've been trying to reach your customer service for TWO days. I have received zero response. Never traveling AA again.
SG3354A," he waited over two hours on the phone, had to book and get to MI, family member very ill, time of the essence"
HC3275A, give me an email address and I'll send the actually screen shot to you.
CD4883A, replacing @vitaminwater with beer! Bravo!Å”ĀĀĀÅ”ĀĀĀ Cheers! Å”ĀĀĀ»Å”ĀĀĀ» @Leinenkugels @DosEquis @FatTire
HD640A," 100 feet from the gate at PHL, but no ground crew. You can't make this up."
HD1079A, When is the last chance to win #DestinationDragon ???
SC4407A,  use the app you say?? http://t.co/WnY9TzsR8N
